county_fips,state,rurality,total_population,pop_65_plus,pct_65_plus,pct_seniors_living_alone,broadband_access_pct,primary_care_per_100k,home_health_agencies_per_10k_seniors,meals_on_wheels_coverage_pct,transit_access_score,senior_poverty_pct,medicare_advantage_pct,senior_food_insecurity_pct,senior_fall_hospitalizations_per_1k,caregiver_distance_gap_pct,clinical_access_score,social_infrastructure_score,economic_security_score,physical_safety_score,digital_access_score,food_security_score,caregiver_proximity_score,aipr_index,readiness_tier,cluster_id,archetype
11049,KS,Small town,27611,5449,19.74,32.35,62.9,45.44,2.45,39.58,47.49,11.14,39.2,11.46,17.7,46.15,29.19,46.91,50.33,48.3,51.22,74.84,51.21,46.86,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
11361,PA,Urban,423415,81260,19.19,22.94,91.5,107.79,3.87,46.13,78.52,19.13,60.58,21.21,11.51,24.9,65.47,67.23,28.93,74.0,89.86,17.38,81.57,60.77,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
11430,TN,Small town,25647,3140,12.25,34.32,60.82,34.98,4.23,48.81,20.1,9.48,71.17,12.32,22.57,63.53,30.67,38.51,69.15,28.07,48.41,69.77,26.39,42.48,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
11714,KY,Small town,23894,4595,19.23,24.13,65.65,30.09,0.35,30.21,23.0,11.48,36.5,16.93,20.14,62.46,13.69,28.21,48.0,38.16,54.93,42.6,27.91,33.12,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
11813,CT,Small town,11117,2162,19.45,26.71,83.27,51.37,10.69,59.49,12.97,17.74,55.41,20.49,21.36,40.45,63.02,41.57,32.08,33.1,78.74,21.63,59.36,47.74,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
11997,VT,Small town,4267,829,19.44,38.48,85.39,17.45,1.26,56.43,22.42,4.75,25.33,12.94,23.62,57.0,10.83,44.55,68.73,23.71,81.61,66.12,35.71,41.6,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
12004,DE,Rural,9823,2452,24.97,25.34,58.59,40.72,3.35,47.48,35.24,4.28,31.36,11.96,15.47,45.44,30.22,45.55,72.86,57.56,45.39,71.89,52.23,50.9,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
12090,NM,Rural,8670,2401,27.7,34.43,72.17,21.08,4.96,26.2,8.46,7.48,43.76,14.32,19.68,48.45,26.5,18.09,65.8,40.07,63.74,57.98,47.93,42.18,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
12139,IL,Small town,12566,2150,17.11,27.23,71.31,50.87,1.86,23.72,23.34,13.59,67.89,15.39,16.0,56.87,29.67,24.27,52.5,55.36,62.58,51.68,35.9,42.25,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
12160,CT,Small town,27586,2995,10.86,29.49,77.27,19.76,4.35,33.43,12.79,4.38,41.1,15.76,20.14,61.66,23.56,24.94,76.33,38.16,70.64,49.5,29.06,41.72,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
12812,SC,Rural,4663,560,12.03,27.42,53.99,21.74,0.35,38.85,26.06,12.77,40.57,20.8,26.61,57.83,9.55,35.29,44.78,11.3,39.18,19.8,34.53,25.44,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
13298,DE,Urban,179609,19492,10.85,32.09,88.62,109.2,4.46,13.24,66.25,12.5,52.51,19.63,20.87,39.35,68.38,39.96,50.51,35.13,85.97,26.69,60.93,53.29,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
13490,ND,Urban,422236,70175,16.62,22.89,96.11,84.65,4.09,44.93,66.78,18.15,52.52,12.88,17.54,31.6,54.8,60.36,29.4,48.96,96.09,66.47,72.0,57.96,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
13509,OH,Urban,279250,35838,12.83,21.1,93.55,104.54,2.68,56.02,71.09,14.47,41.01,15.7,13.17,26.38,59.39,69.64,38.61,67.11,92.64,49.85,79.46,63.35,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
13642,AZ,Rural,13355,3553,26.61,23.17,70.47,24.75,3.88,46.07,4.21,11.88,79.81,15.76,14.68,64.72,24.28,28.49,63.6,60.84,61.45,49.5,24.69,42.57,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
13672,FL,Small town,14155,2869,20.27,27.6,73.46,31.15,6.02,28.54,32.66,15.66,48.28,18.42,20.37,47.96,35.48,32.18,37.03,37.21,65.49,33.82,48.63,39.63,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
13806,SC,Rural,10529,3031,28.8,25.68,68.51,50.49,5.07,26.88,2.0,12.55,53.59,11.7,15.0,56.71,41.52,15.16,50.74,59.51,58.8,73.42,36.13,46.03,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
13877,MT,Rural,11070,2399,21.67,31.26,68.42,23.27,1.95,42.2,12.4,8.75,46.38,10.14,26.48,60.26,16.31,30.3,62.09,11.84,58.68,82.62,31.06,36.95,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
14016,CO,Suburban,17058,3939,23.1,34.83,77.76,64.02,2.43,35.85,28.9,6.15,58.16,16.73,12.43,42.58,38.34,34.86,76.45,70.18,71.3,43.78,56.31,53.95,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
14143,WY,Rural,9372,2368,25.28,21.14,49.68,21.08,1.7,44.2,12.04,8.34,69.29,12.94,20.78,55.11,14.28,31.38,72.67,35.51,33.35,66.12,38.41,38.29,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
14187,IN,Rural,15345,4566,29.76,22.6,50.38,20.92,1.52,46.42,40.31,10.35,75.29,11.42,16.61,45.67,13.53,47.51,67.53,52.82,34.3,75.07,51.9,44.69,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
14264,AL,Suburban,45675,6669,14.6,18.38,96.87,71.86,3.61,53.29,49.51,11.17,41.33,12.71,14.93,45.12,46.65,56.67,51.06,59.8,97.12,67.47,52.69,58.52,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
14424,WA,Suburban,69501,10674,15.36,39.18,81.89,58.96,1.68,22.15,47.77,3.0,67.41,13.18,21.44,32.93,33.01,35.99,91.87,32.77,76.88,64.7,70.1,53.52,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
14513,AL,Suburban,27610,4652,16.85,28.83,87.31,83.23,3.6,41.1,31.11,9.67,59.7,12.81,19.19,45.51,52.26,39.35,63.91,42.11,84.2,66.88,52.13,55.19,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
14790,NH,Urban,251020,30969,12.34,29.88,92.68,105.63,1.86,32.91,72.25,10.61,65.64,15.85,13.77,44.75,56.86,55.57,62.75,64.62,91.46,48.97,53.21,61.02,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
15090,WY,Urban,345391,56448,16.34,18.96,95.74,87.13,2.08,36.62,80.2,12.58,50.71,13.59,16.49,25.45,48.5,62.07,49.5,53.32,95.59,62.29,80.79,60.73,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
15375,NJ,Rural,12208,2647,21.68,26.99,51.44,6.56,0.98,50.1,15.6,16.68,49.38,13.31,19.16,54.0,4.37,36.98,33.66,42.23,35.73,63.94,40.0,31.99,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
15447,NJ,Small town,29135,6389,21.93,30.06,66.5,43.02,3.54,51.62,13.76,11.21,65.1,19.04,19.88,53.47,32.07,36.99,60.29,39.24,56.08,30.17,40.76,41.2,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
15506,MA,Suburban,110364,27015,24.48,25.48,92.1,55.44,0.33,57.58,31.78,7.04,65.37,14.81,20.85,24.8,26.2,50.16,75.98,35.22,90.68,55.1,81.71,53.5,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
15635,CT,Rural,14570,3115,21.38,33.45,42.29,24.83,4.58,43.96,4.72,3.59,73.92,11.6,22.14,68.11,26.94,27.42,92.24,29.86,23.36,74.01,19.84,40.88,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
15696,NJ,Small town,18345,4194,22.86,40.87,70.71,52.56,8.24,36.46,52.93,13.11,54.78,14.94,18.02,60.75,54.43,47.77,49.12,46.97,61.77,54.33,30.36,49.83,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
15986,VT,Rural,1500,424,28.31,21.32,55.95,22.64,2.14,34.46,14.89,7.2,50.5,17.54,18.36,53.91,16.71,26.68,69.51,45.56,41.82,39.01,40.13,37.54,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
16184,CA,Rural,13672,4307,31.51,20.87,62.56,27.43,2.07,13.71,7.62,13.79,17.56,18.0,22.44,28.71,18.82,9.73,31.89,28.61,50.76,36.3,76.13,31.56,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
16223,VT,Small town,31079,6830,21.98,21.73,79.95,50.62,0.47,56.76,33.41,15.81,29.44,20.19,13.34,56.03,24.34,50.48,29.03,66.4,74.26,23.39,37.1,41.45,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
16234,MI,Suburban,140971,34190,24.25,36.64,81.75,62.62,1.33,33.49,33.29,4.63,46.48,11.39,15.13,57.03,33.52,35.65,77.52,58.97,76.69,75.25,35.67,52.96,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
16254,NV,Rural,8604,1957,22.76,33.25,64.84,18.88,3.91,45.08,21.98,12.6,36.59,16.17,23.53,33.92,21.47,37.12,43.85,24.09,53.84,47.08,68.69,38.09,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
16374,FL,Rural,9921,2530,25.51,26.19,70.38,29.91,4.3,47.51,13.31,15.41,63.4,18.17,17.95,55.06,28.41,34.14,43.93,47.26,61.32,35.3,38.49,39.41,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
16441,NY,Rural,14305,3215,22.48,27.22,55.76,18.07,2.35,20.57,28.6,14.37,33.66,15.37,15.5,60.17,15.22,25.01,36.08,57.43,41.57,51.8,31.19,34.04,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
16481,FL,Urban,334086,47145,14.11,22.1,86.96,98.44,3.75,25.07,52.2,3.0,44.98,11.96,18.12,39.99,60.37,40.15,83.02,46.55,83.73,71.89,60.01,62.11,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
16489,IA,Rural,4532,826,18.24,32.34,63.02,34.18,1.0,59.66,15.74,7.26,45.53,12.44,16.22,75.43,18.16,43.12,67.32,54.44,51.38,69.06,9.39,42.26,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
16664,OR,Small town,15432,3775,24.47,24.72,71.48,26.25,2.77,42.07,31.46,5.64,68.87,14.25,18.86,30.89,20.86,40.14,82.59,43.48,62.81,58.4,73.01,49.57,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
16768,AZ,Urban,406427,43756,10.77,25.44,92.92,118.26,5.4,29.87,59.4,12.49,43.48,12.69,10.14,30.86,76.4,46.95,46.98,79.69,91.78,67.59,73.06,68.39,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
16849,MN,Small town,30536,6139,20.1,30.65,66.34,31.7,3.17,36.23,30.6,12.07,58.33,17.26,18.97,61.71,25.06,35.99,54.41,43.02,55.86,40.66,28.99,38.83,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
16871,NM,Rural,1500,351,23.44,25.87,46.22,34.54,5.96,53.21,31.35,3.0,54.74,12.98,15.97,75.78,36.93,47.16,86.87,55.48,28.68,65.88,8.89,48.0,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
16955,CT,Urban,217399,37041,17.04,25.59,89.23,77.71,6.08,51.08,61.87,9.36,64.65,14.23,18.07,43.18,58.82,61.7,67.03,46.76,86.8,58.52,55.46,61.11,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
17014,KS,Small town,38934,6910,17.75,27.06,71.45,37.99,2.9,17.47,24.7,13.54,63.9,17.54,19.36,41.66,27.18,21.01,51.12,41.4,62.77,39.01,57.63,39.77,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
17161,LA,Rural,7234,1447,20.0,31.77,60.23,24.36,0.02,60.88,14.81,11.06,51.53,14.51,24.21,50.4,9.61,43.41,55.5,21.26,47.61,56.87,45.14,35.39,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17225,ND,Suburban,59486,6806,11.44,36.88,88.63,75.91,4.24,51.53,43.49,11.06,28.25,13.75,15.28,40.06,51.03,52.41,46.31,58.35,85.99,61.34,59.91,57.04,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
17323,WI,Small town,24889,4447,17.87,30.51,77.24,40.4,0.64,35.87,29.7,9.11,48.76,16.0,26.76,61.7,19.9,35.29,61.69,10.67,70.59,48.08,29.0,35.89,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17448,TN,Small town,28752,6884,23.94,31.82,72.73,43.14,0.08,21.32,28.51,6.48,51.72,15.06,12.61,59.55,19.16,25.44,72.68,69.44,64.5,53.62,32.07,44.94,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
17513,GA,Suburban,10035,1494,14.9,25.8,79.23,48.33,0.27,52.76,20.0,10.44,56.0,13.91,12.41,45.86,22.45,40.96,59.58,70.27,73.28,60.4,51.63,49.76,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
17566,AL,Rural,5529,1951,35.29,22.75,53.68,27.16,4.45,44.67,19.4,10.7,41.67,13.8,25.33,60.13,27.61,35.51,52.95,16.61,38.76,61.05,31.24,35.77,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17597,AZ,Rural,16458,4222,25.66,30.92,41.09,18.14,2.92,17.59,30.81,12.84,67.97,15.68,22.8,33.2,17.4,24.27,55.34,27.12,21.74,49.97,69.71,34.5,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17634,NM,Urban,304038,45100,14.83,28.03,99.0,98.46,2.4,34.75,66.15,13.15,52.19,14.88,15.47,40.81,55.32,53.57,47.95,57.56,100.0,54.68,58.84,59.04,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
17731,DE,Rural,5926,1351,22.81,18.46,59.99,5.0,3.13,81.77,33.07,10.83,39.11,19.14,21.83,50.92,11.66,66.18,51.45,31.15,47.28,29.58,44.4,37.36,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17842,IL,Rural,15918,3709,23.3,25.03,38.25,20.23,0.29,38.23,17.47,14.66,45.58,17.66,22.09,56.37,8.57,30.42,39.7,30.07,17.91,38.3,36.61,26.45,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
17991,TX,Suburban,142897,28802,20.16,26.5,84.41,53.07,1.69,27.61,60.63,9.08,79.0,14.67,18.73,22.98,30.13,46.16,73.74,44.02,80.28,55.92,84.31,54.17,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18062,UT,Rural,6515,2037,31.28,23.94,57.32,15.64,1.15,23.88,5.96,5.01,61.3,10.67,16.91,53.75,9.52,15.32,81.95,51.58,43.68,79.49,40.36,41.06,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
18082,TX,Urban,217581,33489,15.39,35.89,96.92,85.08,2.26,62.81,68.04,12.31,66.68,17.77,19.39,30.74,48.16,72.36,56.81,41.28,97.19,37.65,73.23,58.41,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18194,IN,Rural,15088,3103,20.57,29.88,53.3,21.32,2.32,49.87,2.0,10.98,37.42,13.86,23.04,39.61,16.72,29.75,50.23,26.12,38.24,60.7,60.56,36.04,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
18270,NY,Rural,15597,4139,26.54,35.24,48.38,27.61,3.03,57.7,10.26,12.39,42.36,14.32,26.03,50.58,22.51,39.02,46.91,13.7,31.59,57.98,44.89,34.02,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
18377,NM,Rural,5324,1057,19.86,28.58,48.75,35.14,3.37,41.47,11.63,5.7,42.46,15.21,25.6,54.44,27.52,29.43,71.94,15.49,32.09,52.74,39.37,36.83,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
18390,GA,Urban,1500,223,14.92,27.49,99.0,79.54,0.31,55.56,69.8,17.31,54.58,18.89,16.87,32.09,38.1,68.68,33.36,51.74,100.0,31.05,71.3,52.83,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18457,NH,Rural,9405,1418,15.08,21.38,58.23,29.11,1.71,26.12,20.73,13.2,49.56,10.02,14.53,58.34,18.31,24.43,46.73,61.46,44.91,83.32,33.8,40.67,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
18638,NE,Urban,218431,26923,12.33,27.07,98.08,51.8,2.03,40.28,95.74,9.41,45.15,14.37,24.07,42.45,30.77,72.49,59.14,21.84,98.76,57.69,56.5,52.01,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18652,MA,Suburban,96567,14525,15.04,27.08,91.35,45.57,0.62,42.02,32.2,6.95,46.9,14.09,14.8,37.17,22.39,40.5,69.02,60.34,89.66,59.34,64.04,52.38,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18681,PA,Urban,415804,51730,12.44,18.8,95.75,76.33,0.56,57.35,61.39,14.59,40.88,15.99,15.85,31.69,37.44,65.43,38.11,55.98,95.61,48.14,71.87,54.85,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
18935,OH,Rural,14130,3449,24.41,23.76,53.78,15.74,0.48,42.46,17.2,6.31,49.48,13.93,19.36,38.09,7.06,32.96,72.43,41.4,38.89,60.28,62.73,39.97,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
19157,NV,Suburban,138803,18221,13.13,25.06,85.88,74.74,3.73,29.24,29.77,19.09,67.59,14.11,14.22,45.47,48.53,31.12,31.84,62.75,82.27,59.22,52.19,50.36,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
19176,OR,Rural,7518,665,8.85,29.48,48.75,23.37,0.38,38.9,7.69,8.17,30.82,7.19,23.18,61.63,10.47,25.75,58.12,25.54,32.09,100.0,29.1,35.15,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
19251,RI,Rural,8037,1470,18.3,29.77,51.3,26.76,0.46,14.53,15.13,17.04,56.85,15.38,21.13,45.54,12.45,14.16,35.26,34.05,35.54,51.74,52.09,29.57,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
19399,NH,Urban,239344,36723,15.34,23.51,93.46,77.62,2.19,5.51,59.28,9.8,71.32,15.63,17.06,33.13,44.19,31.43,68.02,50.96,92.51,50.27,69.81,54.87,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
19401,IA,Urban,250455,47412,18.93,29.81,94.34,89.31,2.76,49.64,87.04,16.51,49.44,9.54,12.42,34.87,52.13,73.9,34.31,70.22,93.7,86.15,67.33,64.52,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
19472,RI,Urban,456255,61717,13.53,25.91,90.35,78.63,1.98,32.75,64.88,7.71,44.6,11.97,14.94,36.92,43.9,51.63,65.28,59.76,88.31,71.83,64.4,59.93,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
19657,OR,Small town,24013,7705,32.09,10.0,69.83,69.24,0.76,34.34,22.18,10.57,64.94,10.42,11.22,61.34,34.67,30.4,62.62,75.21,60.58,80.97,29.51,51.01,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
19858,WY,Rural,4637,1250,26.96,24.09,47.08,6.49,0.57,49.63,19.15,13.56,38.22,15.82,20.35,69.72,2.8,38.53,40.9,37.29,29.84,49.15,17.54,27.86,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
20094,DE,Suburban,119177,17945,15.06,33.47,85.74,79.7,2.14,57.56,51.95,13.02,51.68,21.1,16.18,39.22,45.03,60.65,48.24,54.61,82.08,18.03,61.11,51.9,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
20128,MI,Rural,15511,3538,22.81,16.91,55.47,41.0,1.81,45.48,20.09,14.68,37.44,16.33,23.66,56.57,24.58,36.39,36.41,23.55,41.18,46.14,36.33,32.96,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
20515,WA,Urban,332812,49691,14.93,27.68,84.05,107.06,1.46,64.99,66.04,8.65,25.82,14.19,12.63,28.52,56.07,72.7,54.35,69.35,79.8,58.75,76.4,64.97,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
20916,NE,Rural,16381,3724,22.74,36.51,77.31,23.0,3.62,45.04,5.46,10.82,49.87,17.43,14.15,61.11,22.43,28.49,55.74,63.04,70.69,39.66,29.84,41.72,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
21019,WV,Rural,6688,1307,19.56,22.44,64.8,16.68,1.72,42.23,11.74,15.24,34.31,17.15,24.86,76.33,12.17,29.97,33.09,18.56,53.78,41.31,8.1,25.6,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
21031,AL,Rural,10310,2450,23.77,27.01,69.68,28.97,0.52,41.37,27.48,7.82,51.84,13.59,21.26,60.0,13.78,37.63,67.72,33.51,60.38,62.29,31.43,39.68,Critical,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
21161,AK,Rural,19767,4336,21.94,19.18,63.22,30.97,1.46,20.0,15.47,12.68,67.61,18.39,17.89,45.75,18.29,17.81,55.79,47.51,51.65,34.0,51.79,36.48,Critical,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
21182,SD,Rural,4241,795,18.75,36.76,52.67,29.15,3.0,51.38,11.52,9.67,77.96,16.05,19.6,41.84,23.16,35.67,71.12,40.41,37.39,47.79,57.37,42.13,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
21213,ME,Urban,365518,42866,11.73,26.5,86.28,57.47,1.63,3.76,88.31,11.28,53.31,16.23,14.01,32.19,32.09,45.44,55.38,63.62,82.81,46.73,71.16,52.76,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
21392,NE,Suburban,114133,22324,19.56,27.28,78.92,53.96,2.96,29.79,27.77,10.82,66.27,14.98,24.51,40.45,35.33,30.43,62.21,20.02,72.86,54.1,59.36,44.36,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
21411,MI,Urban,182622,24955,13.66,35.13,94.4,83.81,3.4,38.32,68.59,7.5,57.59,13.14,16.7,27.71,51.8,57.1,71.19,52.45,93.78,64.94,77.56,63.69,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
21418,MA,Small town,30691,5402,17.6,30.97,75.81,28.26,1.72,26.94,28.11,9.51,46.64,17.1,14.25,34.8,17.92,28.8,59.36,62.62,68.66,41.6,67.43,44.87,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
21568,WV,Rural,6363,1439,22.62,21.75,68.21,30.41,1.97,31.68,4.89,11.05,25.05,14.58,19.93,60.21,19.93,19.71,45.08,39.04,58.39,56.45,31.13,35.15,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
21597,CA,Small town,31990,6802,21.26,23.12,68.37,29.19,1.55,63.75,18.57,10.11,74.77,18.12,23.3,43.32,17.75,47.19,68.22,25.04,58.61,35.59,55.26,40.45,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
21917,RI,Rural,4722,1101,23.32,29.97,61.02,48.15,3.01,53.46,11.76,16.48,37.31,14.97,19.14,61.65,32.63,37.11,29.64,42.32,48.68,54.15,29.07,37.71,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
21973,VT,Urban,1500,155,10.36,23.26,92.03,85.6,1.51,28.4,87.29,14.34,71.36,20.32,11.43,19.06,45.6,60.54,51.07,74.34,90.58,22.63,89.91,59.6,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
22329,ND,Rural,11024,2066,18.75,14.3,42.99,43.38,2.79,31.43,37.42,11.6,59.52,16.82,13.16,52.69,29.44,36.49,56.63,67.15,24.31,43.25,41.87,42.34,At risk,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
22885,MA,Suburban,197412,33648,17.04,26.68,87.72,56.38,2.35,20.12,75.16,7.6,38.34,11.62,14.23,27.13,34.24,48.97,63.21,62.71,84.76,73.9,78.39,58.5,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
23151,DE,Suburban,40493,7372,18.21,18.12,82.18,88.77,0.27,47.87,69.11,7.37,56.37,15.22,18.89,49.4,42.53,63.43,71.19,43.36,77.27,52.68,46.57,54.98,At risk,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
23370,OH,Rural,7436,1899,25.55,36.7,53.01,42.8,2.91,34.5,9.84,18.0,81.86,16.57,19.78,52.84,29.6,24.08,41.55,39.66,37.85,44.73,41.66,35.62,Critical,0,"High-risk (avg 35) — relatively weak in digital access, relatively strong in economic security"
23488,MS,Rural,2570,510,19.87,28.06,62.05,24.48,2.19,10.47,8.8,6.66,73.5,13.75,14.32,46.21,17.81,8.28,80.61,62.33,50.07,61.34,51.13,43.39,At risk,2,"Fragile (avg 47) — relatively weak in digital access, relatively strong in food security"
23524,DE,Small town,35259,6773,19.21,21.57,65.53,53.47,4.7,39.41,21.46,10.93,44.82,14.16,18.25,53.62,41.61,33.25,53.33,46.01,54.77,58.93,40.54,45.72,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
23581,ME,Urban,146698,21786,14.85,22.81,91.62,104.35,0.66,44.15,80.82,11.87,42.03,15.42,13.52,30.19,51.72,67.17,48.72,65.66,90.03,51.5,74.01,61.72,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
23615,WI,Small town,61751,9891,16.02,15.66,68.23,41.63,2.38,51.48,43.89,9.32,53.4,17.08,15.4,41.22,27.03,52.59,62.73,57.85,58.42,41.72,58.26,48.57,At risk,3,"Fragile (avg 47) — relatively weak in food security, relatively strong in digital access"
23710,IA,Urban,466209,58047,12.45,20.4,91.26,72.5,1.34,36.97,68.98,6.69,49.68,14.97,11.64,22.85,38.46,56.45,71.09,73.46,89.54,54.15,84.5,62.58,Adequate,1,"Adequate (avg 61) — relatively weak in economic security, relatively strong in digital access"
